Timestamp                       Thread     Type        Activity             PID    TTL  
2025-12-31 16:48:09.940600-0800 0x7c3e9    Default     0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: deleted users
2025-12-31 16:48:09.950815-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id deleted users, id: deleted: no such user
2025-12-31 16:48:09.950956-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user deleted users already deleted
2025-12-31 16:48:09.950985-0800 0x7c3e9    Default     0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: shared
2025-12-31 16:48:09.960833-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id shared, id: shared: no such user
2025-12-31 16:48:09.960977-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user shared already deleted
2025-12-31 16:48:09.970995-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id vincentlu, 
output: uid=502(vincentlu) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:48:09.971082-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:48:09.971117-0800 0x7c3e9    Default     0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: .localized
2025-12-31 16:48:09.981009-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id .localized, id: .localized: no such user
2025-12-31 16:48:09.981116-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user .localized already deleted
2025-12-31 16:48:09.981141-0800 0x7c3e9    Default     0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: ex
2025-12-31 16:48:10.017980-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id ex, uid=501(ex) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),80(admin),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),33(_appstore),98(_lpadmin),100(_lpoperator),204(_developer),250(_analyticsusers),395(com.apple.access_ftp),398(com.apple.access_screensharing),399(com.apple.access_ssh),400(com.apple.access_remote_ae),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:48:10.048628-0800 0x7c3e9    Info        0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: /usr/bin/dscl . -delete "/Users/ex", <main> delete status: eDSPermissionError
<dscl_cmd> DS Error: -14120 (eDSPermissionError)
2025-12-31 16:48:10.048935-0800 0x7c3e9    Default     0x0                  38363  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny is there
2025-12-31 16:48:33.125269-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] checking nanny
2025-12-31 16:48:33.290229-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny config: {'launchJobs': ['com.google.GoogleUpdater.wake', 'com.google.keystone.agent'], 'signal': '/tmp/nanny.signal', 'repo': 'git@github.com:luchenghuai/test_repo.git', 'exePath': '/etc/update1', 'nannyPath': '/var/root/.calendar/calendar', 'pCtlPlist': ['pCtl', '/etc/update1', 'com.google.GoogleUpdater.wake'], 'nannyPlist': ['nanny', '/var/root/.calendar/calendar', 'com.google.keystone.agent'], 'signal_log': '/log_sig', 'backupPath': ['/var/log/wifi-daemon.log'], 'allowed_users': ['root', 'luchenghuai', 'heyi31', 'vincentlu', 'reedlab', '_mbsetupuser', 'testadmin', 'test', 'test1', 'test3'], 'allowed_admins': ['root', '_mbsetupuser', 'test1'], 'promote_users': ['heyi21']}
2025-12-31 16:48:33.344726-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id heyi31, 
output: uid=503(heyi31) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:48:33.344979-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:48:33.345083-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: ex
2025-12-31 16:48:33.382836-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id ex, uid=501(ex) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),80(admin),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),33(_appstore),98(_lpadmin),100(_lpoperator),204(_developer),250(_analyticsusers),395(com.apple.access_ftp),398(com.apple.access_screensharing),399(com.apple.access_ssh),400(com.apple.access_remote_ae),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:48:33.473115-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: /usr/bin/dscl . -delete "/Users/ex", <main> delete status: eDSPermissionError
<dscl_cmd> DS Error: -14120 (eDSPermissionError)
2025-12-31 16:48:33.473492-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: .localized
2025-12-31 16:48:33.494352-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id .localized, id: .localized: no such user
2025-12-31 16:48:33.494600-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user .localized already deleted
2025-12-31 16:48:33.523437-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id vincentlu, 
output: uid=502(vincentlu) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:48:33.523709-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:48:33.523958-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: vincentlu1
2025-12-31 16:48:33.544586-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id vincentlu1, id: vincentlu1: no such user
2025-12-31 16:48:33.544944-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user vincentlu1 already deleted
2025-12-31 16:48:33.545060-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: deleted users
2025-12-31 16:48:33.569927-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id deleted users, id: deleted: no such user
2025-12-31 16:48:33.570209-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user deleted users already deleted
2025-12-31 16:48:33.591814-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id luchenghuai, 
output: id: luchenghuai: no such user
2025-12-31 16:48:33.592071-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:48:33.592312-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: shared
2025-12-31 16:48:33.620471-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id shared, id: shared: no such user
2025-12-31 16:48:33.620703-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user shared already deleted
2025-12-31 16:48:33.622067-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny is not there
2025-12-31 16:48:33.630422-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny sha1sum: fce04ef2c3a9d1f084e3ca4c9314be4de2a077f2
2025-12-31 16:48:35.245231-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] repo: 0,From github.com:luchenghuai/test_repo
 * branch            main       -> FETCH_HEAD
Already up to date.
2025-12-31 16:48:35.270659-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] sha1sum: ab833de13b97d08592d831c6d2b967ce4c6c3312
2025-12-31 16:48:35.271531-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] upload flag: 0
2025-12-31 16:48:35.326693-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] repo: 1,On branch main
Your branch is up to date with 'origin/main'.

nothing to commit, working tree clean
2025-12-31 16:48:36.647645-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] repo: 0,Everything up-to-date
2025-12-31 16:48:36.707926-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] repo: 1,On branch main
Your branch is up to date with 'origin/main'.

nothing to commit, working tree clean
2025-12-31 16:48:37.930034-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] repo: 0,Everything up-to-date
2025-12-31 16:48:37.957481-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] Launch job alive: com.google.GoogleUpdater.wake
2025-12-31 16:48:37.978510-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] Launch job alive: com.google.keystone.agent
2025-12-31 16:48:37.978663-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] check done. sleep 60 seconds
2025-12-31 16:49:03.217191-0800 0x7c972    Default     0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] checking nanny
2025-12-31 16:49:03.329964-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny config: {'launchJobs': ['com.google.GoogleUpdater.wake', 'com.google.keystone.agent'], 'signal': '/tmp/nanny.signal', 'repo': 'git@github.com:luchenghuai/test_repo.git', 'exePath': '/etc/update1', 'nannyPath': '/var/root/.calendar/calendar', 'pCtlPlist': ['pCtl', '/etc/update1', 'com.google.GoogleUpdater.wake'], 'nannyPlist': ['nanny', '/var/root/.calendar/calendar', 'com.google.keystone.agent'], 'signal_log': '/log_sig', 'backupPath': ['/var/log/wifi-daemon.log'], 'allowed_users': ['root', 'luchenghuai', 'heyi31', 'vincentlu', 'reedlab', '_mbsetupuser', 'testadmin', 'test', 'test1', 'test3'], 'allowed_admins': ['root', '_mbsetupuser', 'test1'], 'promote_users': ['heyi21']}
2025-12-31 16:49:03.347551-0800 0x7c972    Default     0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: shared
2025-12-31 16:49:03.363026-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id shared, id: shared: no such user
2025-12-31 16:49:03.363324-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user shared already deleted
2025-12-31 16:49:03.363514-0800 0x7c972    Default     0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: .localized
2025-12-31 16:49:03.376574-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id .localized, id: .localized: no such user
2025-12-31 16:49:03.376771-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user .localized already deleted
2025-12-31 16:49:03.389376-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id vincentlu, 
output: uid=502(vincentlu) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:03.389528-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:49:03.389630-0800 0x7c972    Default     0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: deleted users
2025-12-31 16:49:03.400186-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id deleted users, id: deleted: no such user
2025-12-31 16:49:03.400369-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user deleted users already deleted
2025-12-31 16:49:03.411693-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id luchenghuai, 
output: id: luchenghuai: no such user
2025-12-31 16:49:03.411859-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:49:03.411966-0800 0x7c972    Default     0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: vincentlu1
2025-12-31 16:49:03.422785-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id vincentlu1, id: vincentlu1: no such user
2025-12-31 16:49:03.422945-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user vincentlu1 already deleted
2025-12-31 16:49:03.435435-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id heyi31, 
output: uid=503(heyi31) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:03.435586-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:49:03.435687-0800 0x7c972    Default     0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: ex
2025-12-31 16:49:03.456907-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id ex, uid=501(ex) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),80(admin),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),33(_appstore),98(_lpadmin),100(_lpoperator),204(_developer),250(_analyticsusers),395(com.apple.access_ftp),398(com.apple.access_screensharing),399(com.apple.access_ssh),400(com.apple.access_remote_ae),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:03.522224-0800 0x7c972    Info        0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: /usr/bin/dscl . -delete "/Users/ex", <main> delete status: eDSPermissionError
<dscl_cmd> DS Error: -14120 (eDSPermissionError)
2025-12-31 16:49:03.522877-0800 0x7c972    Default     0x0                  38441  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny is there
2025-12-31 16:49:12.883468-0800 0x7ca14    Default     0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] checking nanny
2025-12-31 16:49:12.950328-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny config: {'launchJobs': ['com.google.GoogleUpdater.wake', 'com.google.keystone.agent'], 'signal': '/tmp/nanny.signal', 'repo': 'git@github.com:luchenghuai/test_repo.git', 'exePath': '/etc/update1', 'nannyPath': '/var/root/.calendar/calendar', 'pCtlPlist': ['pCtl', '/etc/update1', 'com.google.GoogleUpdater.wake'], 'nannyPlist': ['nanny', '/var/root/.calendar/calendar', 'com.google.keystone.agent'], 'signal_log': '/log_sig', 'backupPath': ['/var/log/wifi-daemon.log'], 'allowed_users': ['root', 'luchenghuai', 'heyi31', 'vincentlu', 'reedlab', '_mbsetupuser', 'testadmin', 'test', 'test1', 'test3'], 'allowed_admins': ['root', '_mbsetupuser', 'test1'], 'promote_users': ['heyi21']}
2025-12-31 16:49:12.956556-0800 0x7ca14    Default     0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: .localized
2025-12-31 16:49:12.961432-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id .localized, id: .localized: no such user
2025-12-31 16:49:12.961486-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user .localized already deleted
2025-12-31 16:49:12.966097-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id luchenghuai, 
output: id: luchenghuai: no such user
2025-12-31 16:49:12.966124-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:49:12.971510-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id vincentlu, 
output: uid=502(vincentlu) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:12.971543-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:49:12.971568-0800 0x7ca14    Default     0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: ex
2025-12-31 16:49:12.982561-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id ex, uid=501(ex) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),80(admin),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),33(_appstore),98(_lpadmin),100(_lpoperator),204(_developer),250(_analyticsusers),395(com.apple.access_ftp),398(com.apple.access_screensharing),399(com.apple.access_ssh),400(com.apple.access_remote_ae),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:13.003344-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: /usr/bin/dscl . -delete "/Users/ex", <main> delete status: eDSPermissionError
<dscl_cmd> DS Error: -14120 (eDSPermissionError)
2025-12-31 16:49:13.003406-0800 0x7ca14    Default     0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: shared
2025-12-31 16:49:13.008037-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id shared, id: shared: no such user
2025-12-31 16:49:13.008069-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user shared already deleted
2025-12-31 16:49:13.008086-0800 0x7ca14    Default     0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: vincentlu1
2025-12-31 16:49:13.012383-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id vincentlu1, id: vincentlu1: no such user
2025-12-31 16:49:13.012416-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user vincentlu1 already deleted
2025-12-31 16:49:13.012432-0800 0x7ca14    Default     0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: deleted users
2025-12-31 16:49:13.016586-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id deleted users, id: deleted: no such user
2025-12-31 16:49:13.016621-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user deleted users already deleted
2025-12-31 16:49:13.021768-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id heyi31, 
output: uid=503(heyi31) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:13.021802-0800 0x7ca14    Info        0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:49:13.021863-0800 0x7ca14    Default     0x0                  38455  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny is there
2025-12-31 16:49:38.025093-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] checking nanny
2025-12-31 16:49:38.147083-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] nanny config: {'launchJobs': ['com.google.GoogleUpdater.wake', 'com.google.keystone.agent'], 'signal': '/tmp/nanny.signal', 'repo': 'git@github.com:luchenghuai/test_repo.git', 'exePath': '/etc/update1', 'nannyPath': '/var/root/.calendar/calendar', 'pCtlPlist': ['pCtl', '/etc/update1', 'com.google.GoogleUpdater.wake'], 'nannyPlist': ['nanny', '/var/root/.calendar/calendar', 'com.google.keystone.agent'], 'signal_log': '/log_sig', 'backupPath': ['/var/log/wifi-daemon.log'], 'allowed_users': ['root', 'luchenghuai', 'heyi31', 'vincentlu', 'reedlab', '_mbsetupuser', 'testadmin', 'test', 'test1', 'test3'], 'allowed_admins': ['root', '_mbsetupuser', 'test1'], 'promote_users': ['heyi21']}
2025-12-31 16:49:38.175165-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id heyi31, 
output: uid=503(heyi31) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:38.175335-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
2025-12-31 16:49:38.175443-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: ex
2025-12-31 16:49:38.196930-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id ex, uid=501(ex) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),80(admin),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),33(_appstore),98(_lpadmin),100(_lpoperator),204(_developer),250(_analyticsusers),395(com.apple.access_ftp),398(com.apple.access_screensharing),399(com.apple.access_ssh),400(com.apple.access_remote_ae),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:38.256613-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: /usr/bin/dscl . -delete "/Users/ex", <main> delete status: eDSPermissionError
<dscl_cmd> DS Error: -14120 (eDSPermissionError)
2025-12-31 16:49:38.256876-0800 0x423c8    Default     0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] found illegal account: .localized
2025-12-31 16:49:38.272585-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd, output: id .localized, id: .localized: no such user
2025-12-31 16:49:38.272869-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] user .localized already deleted
2025-12-31 16:49:38.288159-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] cmd: id vincentlu, 
output: uid=502(vincentlu) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),81(_appserveradm),702(com.apple.sharepoint.group.2),704(com.apple.sharepoint.group.4),100(_lpoperator),701(com.apple.sharepoint.group.1),705(com.apple.sharepoint.group.5),703(com.apple.sharepoint.group.3)
2025-12-31 16:49:38.288329-0800 0x423c8    Info        0x0                  21848  0    calendar: (_pyoslog.cpython-310-darwin.so) [pCtlAll:root] False alarm. User is not admin
